Business Name,Address Line 1,Address Line 2,Address Line 3,Postcode,Business Type ID,Business Type Description,Food Hygiene Rating Scheme ID,Food Hygiene Rating Scheme Type,Hygiene Score,Structural Score,Confidence In Management Score,Rating Value,Rating Date,New Rating Pending,Local Authority Business ID,Local Authority Code,Local Authority Name,Local Authority Email Address,Local Authority Website,Ward Code,Ward Name,Easting,Northing,Longitude,Latitude,Spatial Accuracy,Last Uploaded,Location,Organisation URI,:@computed_region_hxwp_gyfc,:@computed_region_6i9a_26nj
Ch & co catering ltd,Hardwicke Building,New Square,,WC2A 3UJ,1,Restaurant/Cafe/Canteen,516234,FHRS,5,0,5,5,11/06/2018,False,75812,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,531067,181367,-0.112466,51.51603,Unknown,12/01/2020,"(51.51603, -0.112466)",http://opendatacommunities.org/id/london-borough-council/camden,11,73
The Bloomsbury Ballroom,"Ballroom And Premises At Basement Level 1, Victoria House",37-63 Southampton Row,,WC1B 4DA,1,Restaurant/Cafe/Canteen,1016129,FHRS,5,10,20,1,25/11/2019,False,181236,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530387,181703,-0.122126,51.519208,Unknown,12/01/2020,"(51.519208, -0.122126)",http://opendatacommunities.org/id/london-borough-council/camden,11,73
Pret A Manger,,280 High Holborn,,WC1V 7EE,7844,Takeaway/sandwich shop,804871,FHRS,5,5,5,5,20/09/2019,False,78850,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530819,181555,-0.115967,51.517777,Unknown,12/01/2020,"(51.517777, -0.115967)",http://opendatacommunities.org/id/london-borough-council/camden,11,73
Chocolarr,,98 Boundary Road,,NW8 0RH,1,Restaurant/Cafe/Canteen,947386,FHRS,0,10,10,4,26/11/2019,False,81707,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000140,Kilburn,525939,183619,-0.185524,51.537433,Unknown,12/01/2020,"(51.537433, -0.185524)",http://opendatacommunities.org/id/london-borough-council/camden,13,88
Le Tea Cosy,,51a Regent's Park Road,,NW1 8XD,1,Restaurant/Cafe/Canteen,424361,FHRS,10,10,10,3,26/09/2018,False,22299,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,527854,184026,-0.157785,51.540655,Unknown,12/01/2020,"(51.540655, -0.157785)",http://opendatacommunities.org/id/london-borough-council/camden,3,18
Yum Bun,Seven Dials Market,Earlham Street,,WC2H 9LX,1,Restaurant/Cafe/Canteen,1206154,FHRS,0,5,5,5,15/10/2019,False,197629,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530154,181124,-0.12571,51.514058,Unknown,12/01/2020,"(51.514058, -0.12571)",http://opendatacommunities.org/id/london-borough-council/camden,11,78
Morrisons (inc petrol station),Camden Goods Yard,Chalk Farm Road,,NW1 8AA,7840,Retailers - supermarkets/hypermarkets,425307,FHRS,5,5,0,5,13/05/2019,False,5380,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528720,184170,-0.145238,51.541752,Unknown,12/01/2020,"(51.541752, -0.145238)",http://opendatacommunities.org/id/london-borough-council/camden,3,17
Goods Grocery,,143 Highgate Road,,NW5 1LJ,4613,Retailers - other,1131510,FHRS,10,0,10,4,25/04/2019,False,196436,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000137,Highgate,528600,185773,-0.146396,51.556185,Unknown,12/01/2020,"(51.556185, -0.146396)",http://opendatacommunities.org/id/london-borough-council/camden,10,71
Heads + Tails,,175 West End Lane,,NW6 2LH,1,Restaurant/Cafe/Canteen,424654,FHRS,5,5,5,5,01/09/2017,False,2986,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000145,West Hampstead,525508,184598,-0.191392,51.546321,Unknown,12/01/2020,"(51.546321, -0.191392)",http://opendatacommunities.org/id/london-borough-council/camden,18,132
Minkies,,199a West End Lane,,NW6 2LJ,1,Restaurant/Cafe/Canteen,950021,FHRS,0,0,0,5,22/02/2017,False,83981,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000145,West Hampstead,525508,184703,-0.191349,51.547271,Unknown,12/01/2020,"(51.547271, -0.191349)",http://opendatacommunities.org/id/london-borough-council/camden,18,132
WH Smith,"Unit 8 Ground Floor Western Concourse, Kings Cross Railway Station",Euston Road,,N1 9AP,4613,Retailers - other,688190,FHRS,0,0,0,5,01/07/2019,False,67878,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,,,,,,,Unknown,12/01/2020,,http://opendatacommunities.org/id/london-borough-council/camden,,
The Ice Wharf,Suffolk Wharf,28-30 Jamestown Road,,NW1 7BY,7843,Pub/bar/nightclub,424927,FHRS,5,10,5,4,13/03/2019,False,40703,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528574,183991,-0.147422,51.540185,Unknown,12/01/2020,"(51.540185, -0.147422)",http://opendatacommunities.org/id/london-borough-council/camden,3,21
Ravi Shankar,,133-135 Drummond Street,,NW1 2HL,1,Restaurant/Cafe/Canteen,426270,FHRS,15,10,10,2,01/11/2019,False,7029,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000142,Regent's Park,529345,182534,-0.136845,51.526916,Unknown,12/01/2020,"(51.526916, -0.136845)",http://opendatacommunities.org/id/london-borough-council/camden,15,104
Institute Of Education Nursery,Institute Of Education,55-59 Gordon Square,,WC1H 0NU,5,Hospitals/Childcare/Caring Premises,424213,FHRS,0,0,0,5,29/01/2018,False,21117,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529867,182206,-0.129446,51.523839,Unknown,12/01/2020,"(51.523839, -0.129446)",http://opendatacommunities.org/id/london-borough-council/camden,2,14
The Phoenix Artist Club,,110 Charing Cross Road,,WC2H 0JP,1,Restaurant/Cafe/Canteen,424487,FHRS,5,5,5,5,15/08/2019,False,24482,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,529886,181169,-0.129554,51.514525,Unknown,12/01/2020,"(51.514525, -0.129554)",http://opendatacommunities.org/id/london-borough-council/camden,11,78
St John Bakery Neal's Yard,,3 Neal's Yard,,WC2H 9DP,4613,Retailers - other,1097442,FHRS,5,5,5,5,07/11/2018,False,195517,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530099,181148,-0.126494,51.514278,Unknown,12/01/2020,"(51.514278, -0.126494)",http://opendatacommunities.org/id/london-borough-council/camden,11,78
Caribbean Delight,,124 Camden Road,,NW1 9EE,1,Restaurant/Cafe/Canteen,470901,FHRS,10,10,10,3,21/06/2019,False,75336,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000131,Cantelowes,529235,184230,-0.137803,51.54218,Unknown,12/01/2020,"(51.54218, -0.137803)",http://opendatacommunities.org/id/london-borough-council/camden,4,26
Euston Tap,East Lodge,188 Euston Road,,NW1 2EF,7843,Pub/bar/nightclub,759322,FHRS,5,10,5,4,22/02/2019,False,75939,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000142,Regent's Park,529670,182567,-0.132151,51.527129,Unknown,12/01/2020,"(51.527129, -0.132151)",http://opendatacommunities.org/id/london-borough-council/camden,15,104
Kimpton Fitzroy London,Hotel Russell,1-8 Russell Square,,WC1B 5BE,7842,Hotel/bed & breakfast/guest house,1083496,FHRS,10,0,10,4,01/11/2019,False,194500,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,530179,182080,-0.124998,51.522635,Unknown,12/01/2020,"(51.522635, -0.124998)",http://opendatacommunities.org/id/london-borough-council/camden,2,14
Mini H Mart,,115 Tottenham Court Road,,W1T 5AH,7840,Retailers - supermarkets/hypermarkets,830822,FHRS,0,0,0,5,24/06/2019,False,84343,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529328,182134,-0.137232,51.523323,Unknown,12/01/2020,"(51.523323, -0.137232)",http://opendatacommunities.org/id/london-borough-council/camden,2,13
Lyn Iglinsky,Flat A,126 Croftdown Road,,NW5 1HB,5,Hospitals/Childcare/Caring Premises,993185,FHRS,,,,Exempt,10/06/2019,False,184267,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000137,Highgate,528756,186548,-0.143864,51.563115,Unknown,12/01/2020,"(51.563115, -0.143864)",http://opendatacommunities.org/id/london-borough-council/camden,10,67
Catalyst Cafe And Coffee Roasters,,48 Gray's Inn Road,,WC1X 8LT,1,Restaurant/Cafe/Canteen,1054002,FHRS,0,10,10,4,22/05/2019,False,183010,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,531093,181790,-0.111939,51.519818,Unknown,12/01/2020,"(51.519818, -0.111939)",http://opendatacommunities.org/id/london-borough-council/camden,11,76
St Christopher Fellowship,,66 Shoot-Up Hill,,NW2 3XL,7845,School/college/university,425322,FHRS,0,0,10,4,22/08/2017,False,54148,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000132,Fortune Green,524351,185101,-0.207891,51.551098,Unknown,12/01/2020,"(51.551098, -0.207891)",http://opendatacommunities.org/id/london-borough-council/camden,5,34
Emmanuel C of E Primary School,Emmanuel Ce Primary School,152-158 Mill Lane,,NW6 1TF,7845,School/college/university,639833,FHRS,5,0,5,5,20/02/2018,False,76774,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000145,West Hampstead,525274,185205,-0.194548,51.551837,Unknown,12/01/2020,"(51.551837, -0.194548)",http://opendatacommunities.org/id/london-borough-council/camden,18,129
Knights Templar,,95 Chancery Lane,,WC2A 1DT,7843,Pub/bar/nightclub,424122,FHRS,5,5,5,5,02/09/2019,False,20488,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,531104,181294,-0.111964,51.515367,Unknown,12/01/2020,"(51.515367, -0.111964)",http://opendatacommunities.org/id/london-borough-council/camden,11,73
Berezka,,297 Finchley Road,,NW3 6DT,4613,Retailers - other,1016191,FHRS,5,10,20,1,14/11/2017,False,83461,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000145,West Hampstead,526131,184982,-0.182269,51.549641,Unknown,12/01/2020,"(51.549641, -0.182269)",http://opendatacommunities.org/id/london-borough-council/camden,18,131
Saucy Restaurant,,59 Marchmont Street,,WC1N 1AP,1,Restaurant/Cafe/Canteen,998777,FHRS,10,15,20,1,03/12/2019,False,183495,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,530141,182357,-0.125443,51.525133,Unknown,12/01/2020,"(51.525133, -0.125443)",http://opendatacommunities.org/id/london-borough-council/camden,2,12
Caversham Nursery,Vadnie Bish House,33-43 Caversham Road,,NW5 2DR,5,Hospitals/Childcare/Caring Premises,688201,FHRS,5,10,5,4,07/01/2019,False,80109,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000131,Cantelowes,529271,184923,-0.13703,51.5484,Unknown,12/01/2020,"(51.5484, -0.13703)",http://opendatacommunities.org/id/london-borough-council/camden,4,29
Sandwich Street Cafe,"Unit 6, Sinclair House",Hastings Street,,WC1H 9PZ,1,Restaurant/Cafe/Canteen,950014,FHRS,5,5,5,5,28/02/2019,False,183425,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000141,King's Cross,530089,182658,-0.126081,51.52785,Unknown,12/01/2020,"(51.52785, -0.126081)",http://opendatacommunities.org/id/london-borough-council/camden,14,101
Starr Pharmacy,,81 Gray's Inn Road,,WC1X 8TP,4613,Retailers - other,424224,FHRS,,,,Exempt,18/01/2017,False,21164,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530902,182127,-0.114565,51.522891,Unknown,12/01/2020,"(51.522891, -0.114565)",http://opendatacommunities.org/id/london-borough-council/camden,11,79
Oliver Bonas,,39 Parkway,,NW1 7PN,4613,Retailers - other,1155693,FHRS,,,,Exempt,01/07/2019,False,196287,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528810,183768,-0.144102,51.538119,Unknown,12/01/2020,"(51.538119, -0.144102)",http://opendatacommunities.org/id/london-borough-council/camden,3,22
The Hope,,15 Tottenham Street,,W1T 2AJ,7843,Pub/bar/nightclub,423661,FHRS,5,10,10,3,01/11/2017,True,10340,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529466,181810,-0.135368,51.520382,Unknown,12/01/2020,"(51.520382, -0.135368)",http://opendatacommunities.org/id/london-borough-council/camden,2,10
Puregym Holborn,Lacon House,84 Theobald's Road,,WC1X 8NL,4613,Retailers - other,1029678,FHRS,0,5,0,5,23/01/2018,False,181359,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530666,181868,-0.11806,51.520619,Unknown,12/01/2020,"(51.520619, -0.11806)",http://opendatacommunities.org/id/london-borough-council/camden,11,74
Kitchen Democracy,,81a Bayham Street,,NW1 0AG,7844,Takeaway/sandwich shop,1206142,FHRS,0,0,0,5,29/10/2019,False,197445,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,529072,183728,-0.140341,51.5377,Unknown,12/01/2020,"(51.5377, -0.140341)",http://opendatacommunities.org/id/london-borough-council/camden,3,20
Yo! Sushi,The O2 Centre,255 Finchley Road,,NW3 6LU,1,Restaurant/Cafe/Canteen,759381,FHRS,0,10,5,4,14/08/2018,False,83336,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000145,West Hampstead,526194,184796,-0.181428,51.547954,Unknown,12/01/2020,"(51.547954, -0.181428)",http://opendatacommunities.org/id/london-borough-council/camden,18,131
Ciao Bella Restaurant,,90 Lamb's Conduit Street,,WC1N 3LZ,1,Restaurant/Cafe/Canteen,426514,FHRS,5,0,0,5,20/08/2019,False,9010,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530599,182131,-0.118928,51.522997,Unknown,12/01/2020,"(51.522997, -0.118928)",http://opendatacommunities.org/id/london-borough-council/camden,11,79
Hozi,,25-27 Theobald's Road,,WC1X 8SP,1,Restaurant/Cafe/Canteen,976269,FHRS,10,10,10,3,19/03/2019,False,183453,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530655,181805,-0.118243,51.520054,Unknown,12/01/2020,"(51.520054, -0.118243)",http://opendatacommunities.org/id/london-borough-council/camden,11,73
Fafa's,,1 Monmouth Street,,WC2H 9DA,7844,Takeaway/sandwich shop,1214123,FHRS,5,5,5,5,20/11/2019,False,197918,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530085,181225,-0.126667,51.514973,Unknown,12/01/2020,"(51.514973, -0.126667)",http://opendatacommunities.org/id/london-borough-council/camden,11,78
Sushi Waka,,75 Parkway,,NW1 7PP,1,Restaurant/Cafe/Canteen,425882,FHRS,10,15,10,2,08/01/2019,False,6190,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528734,183679,-0.14523,51.537345,Unknown,12/01/2020,"(51.537345, -0.14523)",http://opendatacommunities.org/id/london-borough-council/camden,3,22
Sereso,,,,,7841,Other catering premises,1125787,FHRS,5,0,5,5,21/03/2019,False,196078,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,,,,,,,Unknown,12/01/2020,,http://opendatacommunities.org/id/london-borough-council/camden,,
TUC Congress House & Congress Centre,Congress House,23-28 Great Russell Street,,WC1B 3LN,1,Restaurant/Cafe/Canteen,424230,FHRS,0,5,0,5,20/08/2019,False,21234,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529955,181478,-0.128446,51.517277,Unknown,12/01/2020,"(51.517277, -0.128446)",http://opendatacommunities.org/id/london-borough-council/camden,2,14
Where 2 Save Supermarket,,352-354 Kilburn High Road,,NW6 2QJ,4613,Retailers - other,1181594,FHRS,10,10,10,3,08/08/2019,False,197279,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000145,West Hampstead,524720,184582,-0.202755,51.546361,Unknown,12/01/2020,"(51.546361, -0.202755)",http://opendatacommunities.org/id/london-borough-council/camden,18,133
Gateshill Newsagents,,39 Bloomsbury Way,,WC1A 2SA,4613,Retailers - other,423751,FHRS,0,0,0,5,24/05/2017,False,11548,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530185,181507,-0.125122,51.517493,Unknown,12/01/2020,"(51.517493, -0.125122)",http://opendatacommunities.org/id/london-borough-council/camden,11,77
Passyunk Avenue,,80 Cleveland Street,,W1T 6NE,1,Restaurant/Cafe/Canteen,1063491,FHRS,5,5,5,5,16/07/2019,False,194590,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529111,181986,-0.140418,51.522035,Unknown,12/01/2020,"(51.522035, -0.140418)",http://opendatacommunities.org/id/london-borough-council/camden,2,10
Living Room Club cafe,,43-45 Camden Road,,NW1 9LR,4613,Retailers - other,1148920,FHRS,5,5,5,5,08/05/2019,False,196068,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,529163,184157,-0.138873,51.541534,Unknown,12/01/2020,"(51.541534, -0.138873)",http://opendatacommunities.org/id/london-borough-council/camden,3,15
Pisu sapori Italiani,6-8 Broadwell Parade,Broadhurst Gardens,,NW6 3BQ,1,Restaurant/Cafe/Canteen,1199671,FHRS,0,5,10,4,08/10/2019,False,197064,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000144,Swiss Cottage,525642,184607,-0.189457,51.546372,Unknown,12/01/2020,"(51.546372, -0.189457)",http://opendatacommunities.org/id/london-borough-council/camden,17,132
Fongs Kitchen,,74 Mansfield Road,,NW3 2HU,7844,Takeaway/sandwich shop,424599,FHRS,15,15,10,2,06/08/2019,False,2742,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000134,Gospel Oak,528014,185524,-0.154935,51.554081,Unknown,12/01/2020,"(51.554081, -0.154935)",http://opendatacommunities.org/id/london-borough-council/camden,7,45
Burger King Barrier Line,"Unit 21-22, Euston Station",Eversholt Street,,NW1 2DU,1,Restaurant/Cafe/Canteen,423930,FHRS,0,5,5,5,19/12/2017,False,14764,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000142,Regent's Park,529587,182736,-0.13327,51.528668,Unknown,12/01/2020,"(51.528668, -0.13327)",http://opendatacommunities.org/id/london-borough-council/camden,15,104
Citadines Holborn Apart' Hotel,Turnstile House,94-99 High Holborn,,WC1V 6LQ,7842,Hotel/bed & breakfast/guest house,424507,FHRS,0,5,0,5,25/01/2018,False,24818,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530199,181357,-0.124972,51.516139,Unknown,12/01/2020,"(51.516139, -0.124972)",http://opendatacommunities.org/id/london-borough-council/camden,11,78
The Square Pig,,30-32 Procter Street,,WC1V 6NZ,7843,Pub/bar/nightclub,423755,FHRS,0,5,5,5,24/07/2018,False,11813,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530592,181655,-0.119205,51.51873,Unknown,12/01/2020,"(51.51873, -0.119205)",http://opendatacommunities.org/id/london-borough-council/camden,11,73
Bibimbap,,10 Charlotte Street,,W1T 2LT,1,Restaurant/Cafe/Canteen,993195,FHRS,5,0,5,5,22/10/2019,False,82469,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529537,181593,-0.134419,51.518406,Unknown,12/01/2020,"(51.518406, -0.134419)",http://opendatacommunities.org/id/london-borough-council/camden,2,9
Oh My Dog,West Yard,Camden Lock Place,,NW1 8AF,7844,Takeaway/sandwich shop,939473,FHRS,5,10,10,3,19/07/2018,False,182945,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528626,184094,-0.146635,51.54109,Unknown,12/01/2020,"(51.54109, -0.146635)",http://opendatacommunities.org/id/london-borough-council/camden,3,21
Bread and Roses @ the Chapel,,308-312 Gray's Inn Road,,WC1X 8DP,1,Restaurant/Cafe/Canteen,1152056,FHRS,5,10,0,4,06/06/2019,False,196985,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000141,King's Cross,530585,182725,-0.11891,51.528338,Unknown,12/01/2020,"(51.528338, -0.11891)",http://opendatacommunities.org/id/london-borough-council/camden,14,97
Sushi Bar Atariya,,75 Fairfax Road,,NW6 4EE,1,Restaurant/Cafe/Canteen,759374,FHRS,15,5,10,2,04/09/2019,False,83013,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000144,Swiss Cottage,526332,184213,-0.179647,51.542684,Unknown,12/01/2020,"(51.542684, -0.179647)",http://opendatacommunities.org/id/london-borough-council/camden,17,120
McDonald's Restaurants Ltd,,134 Tottenham Court Road,,W1T 5BA,1,Restaurant/Cafe/Canteen,423977,FHRS,0,5,0,5,07/05/2019,False,1738,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529267,182246,-0.138075,51.524345,Unknown,12/01/2020,"(51.524345, -0.138075)",http://opendatacommunities.org/id/london-borough-council/camden,2,13
Charles Worthington,,7 Percy Street,,W1T 1DH,4613,Retailers - other,424571,FHRS,0,10,5,4,16/04/2018,False,26642,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529597,181560,-0.133573,51.518096,Unknown,12/01/2020,"(51.518096, -0.133573)",http://opendatacommunities.org/id/london-borough-council/camden,2,9
Sarracino Italian Restaurant,,186 Broadhurst Gardens,,NW6 3AY,1,Restaurant/Cafe/Canteen,425006,FHRS,5,5,5,5,12/09/2018,False,44231,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000145,West Hampstead,525603,184627,-0.190012,51.546561,Unknown,12/01/2020,"(51.546561, -0.190012)",http://opendatacommunities.org/id/london-borough-council/camden,18,132
Montessori by Busy Bees,,47-51 Fortune Green Road,,NW6 1DR,5,Hospitals/Childcare/Caring Premises,865599,FHRS,0,0,0,5,21/12/2016,False,84031,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000132,Fortune Green,525117,185696,-0.196632,51.556282,Unknown,12/01/2020,"(51.556282, -0.196632)",http://opendatacommunities.org/id/london-borough-council/camden,5,30
Katrina Kollegaeva,,,,,4613,Retailers - other,1174670,FHRS,5,0,5,5,16/07/2019,False,196309,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,,,,,,,Unknown,12/01/2020,,http://opendatacommunities.org/id/london-borough-council/camden,,
The Alliance,,40-42 Mill Lane,,NW6 1NR,7843,Pub/bar/nightclub,424623,FHRS,10,10,10,3,06/03/2019,False,2855,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000132,Fortune Green,524828,185106,-0.201013,51.551037,Unknown,12/01/2020,"(51.551037, -0.201013)",http://opendatacommunities.org/id/london-borough-council/camden,5,32
Tara-Leigh Afternoon Tea,Flat 1,286 Kilburn High Road,,NW6 2DB,4613,Retailers - other,1152036,FHRS,10,0,10,4,22/05/2019,False,196261,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000140,Kilburn,524891,184346,-0.20036,51.544201,Unknown,12/01/2020,"(51.544201, -0.20036)",http://opendatacommunities.org/id/london-borough-council/camden,13,90
Fairfield Playcentre,,Mary Terrace,,NW1 7LE,7845,School/college/university,1097465,FHRS,10,10,10,3,08/01/2019,False,196030,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000142,Regent's Park,529034,183551,-0.140939,51.536118,Unknown,12/01/2020,"(51.536118, -0.140939)",http://opendatacommunities.org/id/london-borough-council/camden,15,107
Mero Fresh Pasta,Leather Lane Market,Leather Lane,,EC1N 7TJ,7844,Takeaway/sandwich shop,1097441,FHRS,0,0,10,4,12/11/2019,False,195467,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,531243,181863,-0.109737,51.520447,Unknown,12/01/2020,"(51.520447, -0.109737)",http://opendatacommunities.org/id/london-borough-council/camden,11,75
Eat Rice,Leather Lane Market,Leather Lane,,EC1N 7TJ,7844,Takeaway/sandwich shop,1174667,FHRS,0,10,10,4,17/07/2019,False,196227,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,531243,181863,-0.109737,51.520447,Unknown,12/01/2020,"(51.520447, -0.109737)",http://opendatacommunities.org/id/london-borough-council/camden,11,75
Cross Keys,,31 Endell Street,,WC2H 9BA,7843,Pub/bar/nightclub,423834,FHRS,15,15,20,1,29/10/2019,False,13527,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530210,181176,-0.124885,51.514512,Unknown,12/01/2020,"(51.514512, -0.124885)",http://opendatacommunities.org/id/london-borough-council/camden,11,78
Singtong Burger House,,84 Leather Lane,,EC1N 7TT,7844,Takeaway/sandwich shop,998770,FHRS,5,10,10,3,28/08/2019,False,182567,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,531237,181966,-0.109799,51.521366,Unknown,12/01/2020,"(51.521366, -0.109799)",http://opendatacommunities.org/id/london-borough-council/camden,11,75
Freud Cafe Bar,,198 Shaftesbury Avenue,,WC2H 8JL,1,Restaurant/Cafe/Canteen,423815,FHRS,10,10,10,3,23/02/2017,False,13239,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530092,181271,-0.126549,51.515394,Unknown,12/01/2020,"(51.515394, -0.126549)",http://opendatacommunities.org/id/london-borough-council/camden,11,78
Smart Hostels,,71-72 Guilford Street,,WC1N 1DF,1,Restaurant/Cafe/Canteen,1072924,FHRS,5,10,5,4,28/08/2018,False,193799,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,530298,182101,-0.123276,51.522797,Unknown,12/01/2020,"(51.522797, -0.123276)",http://opendatacommunities.org/id/london-borough-council/camden,2,14
Adil Food & Dry Cleaner,,121 Finchley Road,,NW3 6HY,4613,Retailers - other,425852,FHRS,0,15,10,2,14/11/2017,False,61592,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000144,Swiss Cottage,526624,184271,-0.175424,51.543133,Unknown,12/01/2020,"(51.543133, -0.175424)",http://opendatacommunities.org/id/london-borough-council/camden,17,122
Benito’s Hat,"Unit 5, Kings Cross Railway St",Euston Road,,N1 9AP,1,Restaurant/Cafe/Canteen,470826,FHRS,20,15,10,1,06/08/2019,False,72771,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000143,St Pancras and Somers Town,530256,182924,-0.123564,51.53021,Unknown,12/01/2020,"(51.53021, -0.123564)",http://opendatacommunities.org/id/london-borough-council/camden,16,112
